Frequency,Radial velocity,Data
1418355409.8690126,-440.30176327813854,-77.20959973125052
1418360297.4545455,-439.2701839012377,-77.02907534761243
1418365185.0400782,-438.23860452438726,-77.33907021899101
1418370072.625611,-437.2070251474865,-77.23326018221304
1418374960.2111437,-436.1754457706361,-76.95698247300952
1418379847.7966764,-435.1438663937856,-77.12909514887306
1418384735.3822093,-434.1122870168848,-77.0780649580374
1418389622.967742,-433.0807076400344,-77.13197034654934
1418394510.5532746,-432.04912826318395,-76.87471653328285
1418399398.1388075,-431.0175488862831,-77.0879924382
1418404285.7243402,-429.9859695094327,-76.84345582962764
1418409173.3098729,-428.95439013258226,-77.01882973325675
1418414060.8954058,-427.9228107556815,-76.99250430934946
1418418948.4809384,-426.891231378831,-77.07968977889564
1418423836.066471,-425.8596520019806,-77.12249257857094
1418428723.652004,-424.8280726250798,-76.82136348349688
1418433611.2375367,-423.79649324822935,-77.1047788578877
1418438498.8230693,-422.76491387137895,-76.92054714926361
1418443386.4086022,-421.73333449447813,-76.85048378855166
1418448273.994135,-420.70175511762767,-76.94823678009489
1418453161.5796676,-419.67017574077727,-76.84086081203176
1418458049.1652005,-418.6385963638765,-76.83466507213595
1418462936.7507331,-417.607016987026,-76.80483383614293
1418467824.3362658,-416.5754376101756,-76.91941275334602
1418472711.9217987,-415.5438582332748,-77.10055043949345
1418477599.5073314,-414.51227885642436,-76.83487527127967
1418482487.092864,-413.48069947957384,-76.8754829853661
1418487374.678397,-412.44912010267313,-77.08447499374587
1418492262.2639296,-411.4175407258227,-76.97761712330825
1418497149.8494623,-410.3859613489722,-76.78324947054689
1418502037.4349952,-409.3543819720715,-76.83606474154172
1418506925.0205278,-408.322802595221,-76.79260983785343
1418511812.6060605,-407.29122321837053,-76.7882290249176
1418516700.1915934,-406.25964384146977,-76.98872299212044
1418521587.777126,-405.22806446461937,-76.94008894839047
1418526475.3626587,-404.19648508776885,-76.86142751599901
1418531362.9481916,-403.1649057108681,-77.15725086480208
1418536250.5337243,-402.1333263340177,-77.0248528926964
1418541138.119257,-401.1017469571672,-76.75408863495618
1418546025.7047899,-400.0701675802664,-76.72572456454178
1418550913.2903225,-399.038588203416,-76.58496360789401
1418555800.8758554,-398.00700882651523,-76.6785092841242
1418560688.461388,-396.9754294496648,-76.64073069205715
1418565576.0469208,-395.94385007281426,-76.77494217666892
1418570463.6324537,-394.91227069591355,-76.85823979650071
1418575351.2179863,-393.8806913190631,-76.6933666689357
1418580238.803519,-392.84911194221263,-76.61911030701421
1418585126.389052,-391.8175325653119,-76.67323189846832
1418590013.9745846,-390.7859531884614,-76.74454873021742
1418594901.5601172,-389.75437381161095,-76.8744011601793
1418599789.1456501,-388.7227944347102,-76.52930971414663
1418604676.7311828,-387.6912150578598,-76.53342525387507
1418609564.3167155,-386.65963568100926,-76.56458777316398
1418614451.9022484,-385.6280563041085,-76.79901003446506
1418619339.487781,-384.5964769272581,-76.82241189160192
1418624227.0733137,-383.56489755040764,-76.4599696940319
1418629114.6588466,-382.5333181735068,-76.77836185815656
1418634002.2443793,-381.5017387966564,-76.58608598579991
1418638889.829912,-380.47015941980595,-76.90884953105919
1418643777.4154449,-379.4385800429052,-76.38584492945239
1418648665.0009775,-378.40700066605467,-76.5200974522448
1418653552.5865102,-377.37542128920427,-76.71879858329903
1418658440.172043,-376.3438419123035,-76.5028525412212
1418663327.7575758,-375.31226253545304,-76.79268501930304
1418668215.3431084,-374.28068315860264,-76.62377779382696
1418673102.9286413,-373.2491037817018,-76.65498955051312
1418677990.514174,-372.21752440485136,-75.92309462872582
1418682878.0997066,-371.18594502800096,-76.79969301644189
1418687765.6852396,-370.1543656511002,-76.43166647990826
1418692653.2707722,-369.1227862742497,-76.4001999675657
1418697540.856305,-368.0912068973993,-76.72509377587387
1418702428.4418378,-367.0596275204985,-76.92779671476224
1418707316.0273705,-366.02804814364805,-76.48665766344972
1418712203.612903,-364.9964687667976,-76.68961542285591
1418717091.198436,-363.9648893898968,-76.56555576507844
1418721978.7839687,-362.93331001304637,-76.61088970332774
1418726866.3695014,-361.9017306361959,-76.64992906306202
1418731753.9550343,-360.8701512592952,-76.51529961448865
1418736641.540567,-359.8385718824447,-76.87126123271482
1418741529.1260998,-358.8069925055439,-76.74023570374794
1418746416.7116325,-357.77541312869346,-76.58214454045586
1418751304.2971652,-356.74383375184306,-76.69416084852669
1418756191.882698,-355.71225437494223,-76.52288223335258
1418761079.4682307,-354.6806749980918,-76.51485727708337
1418765967.0537634,-353.6490956212414,-76.5875027523137
1418770854.6392963,-352.6175162443406,-76.20738030483626
1418775742.224829,-351.58593686749015,-76.40760105974691
1418780629.8103616,-350.5543574906397,-76.66857733064884
1418785517.3958945,-349.5227781137389,-76.45173976555523
1418790404.9814272,-348.49119873688846,-76.6815663344373
1418795292.5669599,-347.459619360038,-76.37746848180993
1418800180.1524928,-346.42803998313724,-76.48816425917364
1418805067.7380254,-345.3964606062868,-76.3481913445263
1418809955.323558,-344.3648812294363,-76.63650413688585
1418814842.909091,-343.3333018525356,-76.36820836479951
1418819730.4946237,-342.3017224756851,-76.54739332233055
1418824618.0801563,-341.27014309883464,-76.33481270387907
1418829505.6656892,-340.2385637219339,-76.44285140916585
1418834393.251222,-339.20698434508347,-76.63635567148431
1418839280.8367546,-338.175404968233,-76.36381798126357
1418844168.4222875,-337.1438255913322,-76.45823655802756
1418849056.0078201,-336.1122462144818,-76.59904962039954
1418853943.5933528,-335.0806668376313,-76.7556819773612
1418858831.1788857,-334.04908746073056,-76.3666492894172
1418863718.7644184,-333.0175080838801,-76.37267381142462
1418868606.349951,-331.98592870702964,-76.24962860775533
1418873493.935484,-330.9543493301289,-76.33169538262605
1418878381.5210166,-329.9227699532784,-76.30726036916128
1418883269.1065493,-328.891190576428,-76.43077475426873
1418888156.6920822,-327.8596111995272,-76.58079794816965
1418893044.2776148,-326.82803182267673,-76.55706850773912
1418897931.8631475,-325.79645244582633,-76.2888321005475
1418902819.4486804,-324.76487306892557,-76.63115774650063
1418907707.034213,-323.73329369207505,-76.5090887509268
1418912594.6197457,-322.70171431522465,-76.4209070898314
1418917482.2052786,-321.6701349383239,-76.38791847745043
1418922369.7908113,-320.6385555614734,-76.67491001156338
1418927257.3763442,-319.6069761845726,-76.28948524755204
1418932144.9618769,-318.5753968077222,-76.49656315610811
1418937032.5474095,-317.54381743087174,-76.28207882843937
1418941920.1329424,-316.512238053971,-76.37521219532597
1418946807.718475,-315.4806586771205,-76.45899177191032
1418951695.3040078,-314.44907930027006,-76.50180966686682
1418956582.8895407,-313.4174999233693,-76.41107042205361
1418961470.4750733,-312.3859205465189,-76.28325009726966
1418966358.060606,-311.35434116966843,-76.6263696418618
1418971245.646139,-310.3227617927676,-76.28560727596394
1418976133.2316716,-309.29118241591715,-76.4711917175289
1418981020.8172042,-308.25960303906675,-76.15520681419576
1418985908.4027371,-307.228023662166,-76.20739665831488
1418990795.9882698,-306.19644428531547,-76.46432760954225
1418995683.5738025,-305.16486490846506,-76.46798713964083
1419000571.1593354,-304.1332855315643,-76.28900018994554
1419005458.744868,-303.10170615471384,-76.49367695137775
1419010346.3304007,-302.07012677786344,-76.3777430738096
1419015233.9159336,-301.0385474009626,-76.56282894624113
1419020121.5014663,-300.00696802411215,-76.44484049120665
1419025009.086999,-298.9753886472617,-76.00525007638659
1419029896.6725318,-297.94380927036093,-76.5771188568002
1419034784.2580645,-296.91222989351047,-76.45310604983936
1419039671.8435972,-295.88065051666007,-76.49520418894295
1419044559.42913,-294.84907113975925,-76.4166614855987
1419049447.0146627,-293.81749176290884,-76.63145238328343
1419054334.6001954,-292.7859123860583,-75.73040574764835
1419059222.1857283,-291.7543330091576,-76.2087905708548
1419064109.771261,-290.72275363230716,-76.40888544041256
1419068997.3567936,-289.6911742554567,-76.72203548005895
1419073884.9423265,-288.65959487855594,-76.25841271538788
1419078772.5278592,-287.6280155017055,-76.4037697207207
1419083660.1133919,-286.596436124855,-76.32101163875805
1419088547.6989248,-285.56485674795425,-76.37754479789636
1419093435.2844574,-284.5332773711038,-76.18944183961739
1419098322.86999,-283.50169799425333,-76.42917792641553
1419103210.455523,-282.47011861735257,-76.69183717388013
1419108098.0410557,-281.4385392405021,-76.58861187833739
1419112985.6265886,-280.40695986360134,-76.51056706195568
1419117873.2121212,-279.3753804867509,-76.3448283290139
1419122760.797654,-278.3438011099005,-76.31839446625966
1419127648.3831868,-277.31222173299966,-76.36151945775805
1419132535.9687195,-276.28064235614926,-76.45196575487682
1419137423.5542521,-275.2490629792988,-76.33107616154791
1419142311.139785,-274.21748360239803,-76.25053398599721
1419147198.7253177,-273.1859042255476,-76.03994088128101
1419152086.3108504,-272.1543248486971,-76.39225946236041
1419156973.8963833,-271.12274547179635,-76.18600144639518
1419161861.481916,-270.0911660949459,-76.3756060699653
1419166749.0674486,-269.05958671809543,-76.382433570559
1419171636.6529815,-268.02800734119467,-76.36589957436536
1419176524.2385142,-266.9964279643442,-76.51617900357797
1419181411.8240469,-265.96484858749375,-76.3267129724674
1419186299.4095798,-264.933269210593,-76.29116293906382
1419191186.9951124,-263.9016898337425,-76.40473723153217
1419196074.580645,-262.8701104568921,-76.40599350837589
1419200962.166178,-261.83853107999136,-76.62260550095253
1419205849.7517107,-260.8069517031409,-76.60233523834668
1419210737.3372433,-259.77537232629044,-76.45159121458298
1419215624.9227762,-258.7437929493897,-76.30922171853881
1419220512.508309,-257.7122135725392,-76.5552942114583
1419225400.0938416,-256.68063419568875,-76.18419649114301
1419230287.6793745,-255.64905481878802,-76.38240449476854
1419235175.2649071,-254.61747544193756,-76.45143681160184
1419240062.8504398,-253.5858960650871,-76.18058493511475
1419244950.4359727,-252.55431668818636,-76.33991970094517
1419249838.0215054,-251.52273731133587,-76.53886579401237
1419254725.607038,-250.49115793448544,-76.44353137046024
1419259613.192571,-249.45957855758465,-76.59321353523165
1419264500.7781036,-248.42799918073422,-76.4841140624985
1419269388.3636363,-247.3964198038838,-76.55969287480345
1419274275.9491692,-246.364840426983,-76.22904988177238
1419279163.5347018,-245.33326105013256,-76.66164137539502
1419284051.1202345,-244.30168167328208,-76.51057258518622
1419288938.7057674,-243.27010229638134,-76.40085736859226
1419293826.2913,-242.23852291953088,-76.38926493267113
1419298713.876833,-241.20694354263009,-76.75137767168577
1419303601.4623656,-240.17536416577965,-76.43516561698748
1419308489.0478983,-239.1437847889292,-76.49561870883456
1419313376.6334312,-238.11220541202843,-76.34303168275821
1419318264.2189639,-237.080626035178,-76.55099487273513
1419323151.8044965,-236.0490466583275,-76.43931571118138
1419328039.3900294,-235.01746728142678,-76.48785463951475
1419332926.975562,-233.9858879045763,-76.34337408756069
1419337814.5610948,-232.95430852772586,-76.50007602241922
1419342702.1466277,-231.92272915082506,-76.67942714653188
1419347589.7321603,-230.89114977397463,-76.42646064703379
1419352477.317693,-229.8595703971242,-76.59304533767903
1419357364.903226,-228.8279910202234,-76.48145838138363
1419362252.4887586,-227.79641164337298,-76.33669875950201
1419367140.0742912,-226.76483226652252,-76.39952304864481
1419372027.6598241,-225.73325288962175,-76.61184307693276
1419376915.2453568,-224.7016735127713,-76.42115711109467
1419381802.8308895,-223.67009413592083,-76.49853649336691
1419386690.4164224,-222.63851475902007,-76.45242046220557
1419391578.001955,-221.6069353821696,-76.48490012768983
1419396465.5874877,-220.57535600531918,-76.41465982025983
1419401353.1730206,-219.5437766284184,-76.38160804052048
1419406240.7585533,-218.51219725156793,-76.2543660839699
1419411128.344086,-217.4806178747175,-76.05033325414274
1419416015.9296188,-216.4490384978167,-76.65268395107918
1419420903.5151515,-215.41745912096627,-76.55707835198054
1419425791.1006842,-214.38587974411584,-76.27450057932225
1419430678.686217,-213.35430036721505,-76.17592802178628
1419435566.2717497,-212.32272099036462,-76.36974009109147
1419440453.8572824,-211.29114161351413,-76.44452906798887
1419445341.4428153,-210.2595622366134,-76.23811576934219
1419450229.028348,-209.22798285976293,-76.41709919851604
1419455116.6138806,-208.19640348291247,-76.44655905234733
1419460004.1994135,-207.1648241060117,-76.40197882672915
1419464891.7849462,-206.13324472916125,-76.4161752508092
1419469779.3704789,-205.10166535231082,-76.39920216030583
1419474666.9560118,-204.07008597541005,-76.56234956910745
1419479554.5415444,-203.0385065985596,-76.2710989199587
1419484442.1270773,-202.00692722165883,-76.82726517784386
1419489329.71261,-200.97534784480837,-76.4345690516608
1419494217.2981427,-199.9437684679579,-76.41569649261999
1419499104.8836756,-198.91218909105712,-76.66288403734669
1419503992.4692082,-197.88060971420668,-76.67957201954457
1419508880.054741,-196.84903033735625,-76.5257171112468
1419513767.6402738,-195.81745096045546,-76.47950278994487
1419518655.2258065,-194.78587158360503,-76.2709567974665
1419523542.8113391,-193.7542922067546,-75.84425300661864
1419528430.396872,-192.7227128298538,-76.57824935584966
1419533317.9824047,-191.69113345300337,-76.45946778254965
1419538205.5679374,-190.6595540761529,-76.68569067927126
1419543093.1534703,-189.62797469925212,-76.63245689242417
1419547980.739003,-188.5963953224017,-76.40716615599963
1419552868.3245356,-187.56481594555123,-76.33206962639625
1419557755.9100685,-186.53323656865047,-77.01867921885815
1419562643.4956012,-185.5016571918,-76.42658580713086
1419567531.0811338,-184.47007781494955,-76.49380868267008
1419572418.6666667,-183.43849843804878,-76.40732171318818
1419577306.2521994,-182.40691906119832,-76.53897284500657
1419582193.837732,-181.3753396843479,-76.23724648591116
1419587081.423265,-180.3437603074471,-76.29976055836772
1419591969.0087976,-179.31218093059667,-76.43556006809804
1419596856.5943303,-178.28060155374624,-76.44140901546595
1419601744.1798632,-177.24902217684544,-76.4842446449926
1419606631.7653959,-176.217442799995,-76.36568417111963
1419611519.3509285,-175.18586342314453,-76.42185102366685
1419616406.9364614,-174.1542840462438,-75.6999853317779
1419621294.521994,-173.1227046693933,-76.41784312422367
1419626182.1075268,-172.09112529254287,-76.42400169597099
1419631069.6930597,-171.0595459156421,-76.53806833678638
1419635957.2785923,-170.02796653879165,-76.4115756299244
1419640844.864125,-168.9963871619412,-76.2549606840824
1419645732.449658,-167.96480778504042,-76.30015944422493
1419650620.0351906,-166.93322840818996,-76.37992990648942
1419655507.6207232,-165.90164903133953,-76.44006263370382
1419660395.2062562,-164.87006965443874,-76.38412086028555
1419665282.7917888,-163.8384902775883,-76.33113203082958
1419670170.3773217,-162.8069109006875,-76.52961739935358
1419675057.9628544,-161.77533152383708,-76.27257747841493
1419679945.548387,-160.74375214698665,-76.44347435254208
1419684833.13392,-159.71217277008586,-76.36339920923652
1419689720.7194526,-158.68059339323543,-75.9986614602168
1419694608.3049853,-157.64901401638494,-76.54742228167228
1419699495.8905182,-156.6174346394842,-76.0585622030722
1419704383.4760509,-155.58585526263374,-76.37285428925759
1419709271.0615835,-154.55427588578328,-76.19877593000052
1419714158.6471164,-153.52269650888252,-76.56921747945285
1419719046.232649,-152.49111713203206,-76.45687999711411
1419723933.8181818,-151.45953775518163,-75.98638371995408
1419728821.4037147,-150.42795837828083,-76.37072087406696
1419733708.9892473,-149.3963790014304,-76.4777367160571
1419738596.57478,-148.36479962457994,-76.517662558342
1419743484.160313,-147.33322024767918,-76.36628187168157
1419748371.7458456,-146.30164087082872,-76.3987156141708
1419753259.3313782,-145.27006149397826,-76.29485595076987
1419758146.9169111,-144.2384821170775,-76.1875353057163
1419763034.5024438,-143.20690274022704,-76.46729039555625
1419767922.0879765,-142.1753233633766,-76.39349882816478
1419772809.6735094,-141.14374398647584,-76.10415237230102
1419777697.259042,-140.11216460962538,-76.14389513690799
1419782584.8445747,-139.08058523277492,-76.57376966215496
1419787472.4301076,-138.04900585587416,-76.28988628990412
1419792360.0156403,-137.01742647902373,-76.28385166995696
1419797247.601173,-135.98584710217327,-76.43994863377422
1419802135.1867058,-134.95426772527247,-76.23372612723892
1419807022.7722385,-133.922688348422,-76.16759997967871
1419811910.3577712,-132.89110897157158,-76.37864160553153
1419816797.943304,-131.8595295946708,-76.29472150351467
1419821685.5288367,-130.82795021782036,-76.34095939141602
1419826573.1143694,-129.7963708409699,-76.41977072238316
1419831460.6999023,-128.76479146406913,-76.23809127824212
1419836348.285435,-127.73321208721869,-76.3501435319698
1419841235.8709676,-126.70163271036824,-76.03839544511928
1419846123.4565005,-125.67005333346748,-76.37374125853722
1419851011.0420332,-124.63847395661702,-76.25986161363377
1419855898.627566,-123.60689457971625,-76.24771121301319
1419860786.2130988,-122.5753152028658,-76.35365442506281
1419865673.7986314,-121.54373582601534,-76.23912172923089
1419870561.3841643,-120.51215644911457,-76.10683138642993
1419875448.969697,-119.48057707226413,-76.02962558069409
1419880336.5552297,-118.44899769541367,-76.21072933230124
1419885224.1407626,-117.4174183185129,-76.32849338416901
1419890111.7262952,-116.38583894166244,-76.25579519726418
1419894999.311828,-115.35425956481201,-76.07121902456673
1419899886.8973608,-114.32268018791123,-76.28750379111709
1419904774.4828935,-113.29110081106079,-76.46338136923264
1419909662.0684261,-112.25952143421033,-76.44804146507775
1419914549.653959,-111.22794205730956,-76.25750522132091
1419919437.2394917,-110.19636268045912,-76.31394774769063
1419924324.8250244,-109.16478330360866,-76.60625133574649
1419929212.4105573,-108.13320392670789,-76.53454380274889
1419934099.99609,-107.10162454985743,-76.44665906658172
1419938987.5816226,-106.07004517300697,-76.39214078746578
1419943875.1671555,-105.03846579610621,-76.20219025932289
1419948762.7526882,-104.00688641925576,-76.3084040507926
1419953650.3382208,-102.97530704240532,-76.32613523008452
1419958537.9237537,-101.94372766550454,-76.19342554262514
1419963425.5092864,-100.9121482886541,-76.22926473356459
1419968313.094819,-99.88056891180365,-76.69732694077129
1419973200.680352,-98.84898953490288,-76.24578407169179
1419978088.2658846,-97.81741015805243,-76.34381844138362
1419982975.8514173,-96.78583078120197,-76.37074447931978
1419987863.4369502,-95.7542514043012,-76.30258908674644
1419992751.0224829,-94.72267202745074,-75.61047008392845
1419997638.6080155,-93.69109265060031,-76.05150807174029
1420002526.1935484,-92.65951327369953,-71.42092512165848
1420007413.779081,-91.62793389684907,-76.36770796209571
1420012301.3646138,-90.59635451999863,-76.00168740266639
1420017188.9501467,-89.56477514309785,-75.77307672980771
1420022076.5356793,-88.53319576624742,-75.86741046177822
1420026964.121212,-87.50161638939696,-76.08452580779371
1420031851.706745,-86.47003701249619,-76.32507978911246
1420036739.2922776,-85.43845763564573,-76.386428980176
1420041626.8778105,-84.40687825874495,-76.34724402907457
1420046514.4633431,-83.37529888189451,-76.09302867941396
1420051402.0488758,-82.34371950504406,-76.20433820351745
1420056289.6344087,-81.3121401281433,-76.07686480090103
1420061177.2199414,-80.28056075129284,-76.53869206956195
1420066064.805474,-79.2489813744424,-76.19079103167391
1420070952.391007,-78.21740199754163,-76.43719277802661
1420075839.9765396,-77.18582262069117,-76.21577963130045
1420080727.5620723,-76.15424324384072,-76.2623203744917
1420085615.1476052,-75.12266386693994,-75.7152594525864
1420090502.7331378,-74.0910844900895,-76.11326029385884
1420095390.3186705,-73.05950511323904,-76.31781637117457
1420100277.9042034,-72.02792573633828,-76.36354299576323
1420105165.489736,-70.99634635948783,-76.30116700436763
1420110053.0752687,-69.96476698263737,-76.1509987237204
1420114940.6608016,-68.93318760573659,-76.51950016652069
1420119828.2463343,-67.90160822888615,-76.2331312241135
1420124715.831867,-66.8700288520357,-76.15447907687562
1420129603.4174,-65.83844947513492,-76.21546950330283
1420134491.0029325,-64.80687009828448,-76.27543766784478
1420139378.5884652,-63.77529072143402,-76.40062291793895
1420144266.173998,-62.743711344533246,-76.2795361072346
1420149153.7595308,-61.7121319676828,-76.32838604999235
1420154041.3450634,-60.680552590832356,-76.35294423644018
1420158928.9305964,-59.64897321393158,-76.27666023226863
1420163816.516129,-58.61739383708113,-76.44242866592434
1420168704.1016617,-57.58581446023068,-76.3584235997551
1420173591.6871946,-56.55423508332991,-75.98792349727545
1420178479.2727273,-55.522655706479455,-76.034928286259
1420183366.85826,-54.49107632962901,-76.22471000499851
1420188254.4437928,-53.45949695272824,-76.09339900741466
1420193142.0293255,-52.42791757587778,-76.37721379995659
1420198029.6148582,-51.39633819902733,-76.13636941245326
1420202917.200391,-50.36475882212656,-76.10986300517493
1420207804.7859237,-49.333179445276116,-76.35738030414464
1420212692.3714564,-48.301600068425664,-76.34022245696427
1420217579.9569893,-47.27002069152489,-76.32365482236717
1420222467.542522,-46.238441314674446,-76.38247248291168
1420227355.1280549,-45.206861937773674,-76.593029106192
1420232242.7135875,-44.175282560923215,-76.46501871658172
1420237130.2991202,-43.14370318407277,-76.09170819471774
1420242017.884653,-42.112123807172,-76.40269720065737
1420246905.4701858,-41.080544430321545,-76.56270500949931
1420251793.0557184,-40.0489650534711,-76.60572831370219
1420256680.6412513,-39.01738567657033,-76.19166847303147
1420261568.226784,-37.985806299719876,-76.39697647743738
1420266455.8123167,-36.95422692286943,-76.21451749301305
1420271343.3978496,-35.92264754596865,-76.29083735031082
1420276230.9833822,-34.891068169118206,-76.14858933451994
1420281118.568915,-33.859488792267754,-76.12913629464964
1420286006.1544478,-32.82790941536699,-76.35018522014512
1420290893.7399805,-31.796330038516537,-76.45491082178891
1420295781.3255131,-30.764750661666085,-76.55967506094869
1420300668.911046,-29.733171284765312,-76.26787570723312
1420305556.4965787,-28.701591907914864,-76.23855732847892
1420310444.0821114,-27.670012531064415,-76.4290112908123
1420315331.6676443,-26.63843315416364,-76.4413046518882
1420320219.253177,-25.60685377731319,-76.3080228584817
1420325106.8387096,-24.575274400462742,-75.91939053762285
1420329994.4242425,-23.54369502356197,-76.52651495903487
1420334882.0097752,-22.512115646711518,-76.44572795582722
1420339769.5953078,-21.48053626986107,-76.37997264335564
1420344657.1808407,-20.448956892960297,-76.36093989472626
1420349544.7663734,-19.41737751610985,-76.23531169530195
1420354432.351906,-18.385798139259396,-76.30614601465207
1420359319.937439,-17.354218762358627,-76.24163394156716
1420364207.5229716,-16.322639385508175,-76.3225437974627
1420369095.1085043,-15.291060008657725,-75.96548971784266
1420373982.6940372,-14.259480631756954,-76.12717750271237
1420378870.2795699,-13.227901254906504,-76.17385233571365
1420383757.8651025,-12.196321878056054,-76.19595705400249
1420388645.4506354,-11.164742501155281,-76.13119401728777
1420393533.036168,-10.133163124304831,-76.12971167778866
1420398420.6217008,-9.10158374745438,-76.10418296462947
1420403308.2072337,-8.07000437055361,-76.14923898739364
1420408195.7927663,-7.03842499370316,-49.58749904711627
1420413083.3782992,-6.006845616802389,-76.05397531772223
1420417970.963832,-4.975266239951939,-76.1860733076128
1420422858.5493646,-3.9436868631014876,-76.15378423633118
1420427746.1348975,-2.912107486200716,-76.15145640204558
1420432633.7204301,-1.8805281093502657,-76.1985564145534
1420437521.3059628,-0.8489487324998155,-76.26443185561146
1420442408.8914957,0.18263064440095533,-76.178607961853
1420447296.4770284,1.2142100212514064,-75.99563164690595
1420452184.062561,2.2457893981018566,-76.62705826233758
1420457071.648094,3.2773687750026275,-76.14719326872103
